source_url	parsed_url
https://regex101.com/	https://regex101.com/static/quickref.9edb9f69df131b9af19f.chunk.js
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/67.36ecda0d643757bae2b3.css
https://regex101.com/	https://regex101.com/
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/maga-extremists-are-celebrating-mark-robinsons-antisemitism-and-extremism-mainstream
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/secret-flights-dont-exist-what-right-wing-media-get-wrong-about-humanitarian-parole
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/education/michele-morrow-has-worked-group-thats-promoted-school-shooting-911-and-hitler-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2023
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/dont-believe-right-wing-media-propaganda-about-gop-support-ivf
https://www.mediamatters.org/	https://www.mediamatters.org/nbc/nbc-news-hires-ronna-mcdaniel-who-played-key-role-trumps-efforts-overturn-2020-election
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-trump-gag-order-judge-doesnt-want-anybody-talk-about-it-thats-not-going
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/most-tv-news-networks-failed-mention-role-climate-change-texas-largest-wildfire
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walsh-i-honestly-believe-we-should-legally-bring-back-medieval-style-torture
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/virulent-antisemite-tells-jeanine-pirro-2nd-amendment-needed-take-care-these-vermin-who
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/right-wing-media-spread-conspiracy-theories-about-baltimore-bridge
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/right-wing-media-spout-great-replacement-conspiracy-theory-after-senate-democrats
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/steve-deace/speaking-about-migrants-texas-blazetvs-steve-deace-dont-you-shoot-mobs-are-trying
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/looming-court-decision-could-revoke-abortion-pill-access-nationwide-msnbc-only-cable
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/tim-pool/youtube-profiting-tim-pools-abhorrent-commentary-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/christina-bobb
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/students-life-promotes-debunked-claim-medication-abortion-polluting-wastewater
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_TuEtHbGzed-qRPA7xLaf_vMvaqxJ-hf8PtFGlu9E57o.css
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/trumps-inflationary-policies-were-almost-totally-ignored-top-5-us-newspapers-early
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-buried-mike-pences-refusal-endorse-donald-trump
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/siriusxm-media-matters-andrew-lawrence-explains-how-mainstream-media-burying-extremism
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/new-abnormal-matt-gertz-explains-why-pence-story-got-swept-under-rug-fox-news-trumpian
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/broadcast-networks-prime-time-news-shows-fell-donald-trumps-border-trap
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/fox-news-doesnt-want-talk-about-donald-trumps-mass-deportation-plan
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/newsmax-victor-davis-hanson-blames-baltimore-bridge-collapse-diversity-hires
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-vs-fox-business-sister-networks-offer-strikingly-different-takes-trump-medias
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/most-cable-news-segments-anti-trans-legislation-2023-did-not-include-voices-trans-people
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/conspiracy-theories-about-record-breaking-texas-wildfire-spread-online-after-biden-visited
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/media-matters-evlondo-cooper-joins-fairs-weekly-radio-program-counterspin
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/mifepristone-safe-journalists-shouldnt-allow-erin-hawley-suggest-otherwise
https://www.mediamatters.org/	https://www.mediamatters.org/rss.xml
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/#rss
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/seen-not-heard-new-york-times-failed-quote-trans-people-over-60-2023-stories-anti
https://www.mediamatters.org/	https://www.mediamatters.org/heritage-foundation/guide-project-2025-extreme-right-wing-agenda-next-republican-administration
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-newt-gingrich-uses-ongoing-mass-shooting-maine-push-less-restrictive-gun-laws
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/timeline-impact-libs-tiktok-told-through-educators-health-care-providers-librarians
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/satanic-plant-and-facilitator-genocide-right-wing-medias-unhinged-response-olivia
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/laura-ingraham-defends-conspiracy-theorists-spreading-misinformation-about-baltimore
https://www.mediamatters.org/	https://www.mediamatters.org/heritage-foundation/heritage-foundation-quietly-released-draconian-new-ivf-policy-recommendations
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-jesse-watters-tells-viewers-not-fall-official-explanations-baltimore-bridge
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/migrant-squatter-freakout-shows-how-right-wing-media-ecosystem-operates
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/justice-civil-liberties/2023-most-mainstream-tv-news-coverage-anti-trans-violence-hit-all-time-low
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/legislation-may-not-be-enough-allow-ivf-clinics-resume-operation-alabama-you-might-not
